Gene,Raw p-value,BH Adjusted p-value,Significant (BH)
D31883_at,0.02467428364914538,0.21662927110191801,False
HG742-HT742_at,0.024715891166867978,0.21665729756122776,False
X70683_at,0.024738257850307113,0.21665729756122776,False
HG180-HT180_at,0.02477948094257318,0.21675204863755115,False
X53793_at,0.024871666664293433,0.21693330170233163,False
D83174_s_at,0.02488794776705173,0.21693330170233163,False
HG2271-HT2367_at,0.02489149120388656,0.21693330170233163,False
M24486_s_at,0.025203987433493967,0.21938855483928996,False
U53347_at,0.02525591793180741,0.21957248650714026,False
D28383_at,0.02536244283293996,0.220230030397112,False
M55210_at,0.025644767245863315,0.22178085448915758,False
HG846-HT846_at,0.025658165836778133,0.22178085448915758,False
D25304_at,0.02567307456105105,0.22178085448915758,False
U31903_s_at,0.02568278665476153,0.22178085448915758,False
U25988_at,0.025722532812932398,0.22178085448915758,False
L26081_at,0.02574997631934321,0.22178085448915758,False
U34070_s_at,0.02575880874134135,0.22178085448915758,False
D82345_at,0.02607135031033405,0.22420103300647942,False
X90763_at,0.026188197712901796,0.22493453192202037,False
L33801_at,0.026259975296661398,0.22527961960276668,False
M22324_at,0.026324450333965015,0.225561305806294,False
HG3994-HT4264_at,0.026517921443853686,0.22694629288503354,False
HG1804-HT1829_at,0.026569989272425508,0.22711924882868278,False
M55513_s_at,0.026736474284183076,0.2281678268244322,False
AFFX-HSAC07/X00351_5_st,0.026756670392092206,0.2281678268244322,False
M25322_at,0.026864444156655006,0.22861637912282307,False
L42025_rna1_at,0.026873408010229447,0.22861637912282307,False
X87870_at,0.027048169875169496,0.22979138765102014,False
S81914_at,0.027075994617317564,0.22979138765102014,False
X58528_s_at,0.02714210688857026,0.2300785731374761,False
L12350_at,0.02728104820268292,0.2309817014690339,False
D21260_at,0.027351370281768966,0.2313023947078659,False
U61734_s_at,0.02739068113716717,0.23136038605078763,False
M17733_at,0.027474956421861645,0.23179759092479488,False
M36430_s_at,0.027618821337765845,0.23244020880087382,False
U71207_at,0.027668367580853465,0.23244020880087382,False
L40393_at,0.027678239189839658,0.23244020880087382,False
X96698_at,0.027720141136962504,0.23244020880087382,False
U34343_at,0.02773240310014412,0.23244020880087382,False
AC002073_cds1_at,0.027746755181588388,0.23244020880087382,False
U49835_s_at,0.027793792526641003,0.23256097056622502,False
L42379_at,0.027861172581551463,0.23276653450252888,False
M16038_at,0.027890927881290977,0.23276653450252888,False
L25851_at,0.027916311824892997,0.23276653450252888,False
M96954_s_at,0.02799958292591364,0.23286710425247678,False
D49738_at,0.02801042693354652,0.23286710425247678,False
X03663_at,0.028048369138183548,0.23286710425247678,False
X57346_at,0.028059032480414862,0.23286710425247678,False
U64444_at,0.028186511122230872,0.2336530671981208,False
U60325_at,0.028394247314587725,0.23489650843092907,False
L11285_at,0.02840241131539639,0.23489650843092907,False
D49387_at,0.028668646757405672,0.23666722353171857,False
U79287_at,0.028682912208080356,0.23666722353171857,False
M27504_s_at,0.028745605993218508,0.23691031806434074,False
M64595_at,0.028818761780473334,0.23720849841260408,False
X99374_s_at,0.028863273596733175,0.23720849841260408,False
U16306_at,0.028881607044766493,0.23720849841260408,False
U79273_at,0.028927205690171903,0.23730960801523074,False
X14448_at,0.029009865113776047,0.23771417057024075,False
M17254_s_at,0.029095288383715914,0.2381404258180376,False
U42408_at,0.029246095729407427,0.23897321536948984,False
Z14093_at,0.029264078695127597,0.23897321536948984,False
X96849_at,0.029439413386085907,0.2401299519787259,False
U40434_at,0.02947828765883137,0.24013707721202898,False
X02152_at,0.02952871728695142,0.24013707721202898,False
Z47055_s_at,0.029541340540741957,0.24013707721202898,False
D42053_at,0.029650952282402256,0.2407535749672502,False
M85169_at,0.02985648020369816,0.24204749750491947,False
L42373_at,0.029903009737919383,0.24204749750491947,False
D13315_at,0.029912167948076034,0.24204749750491947,False
S81003_at,0.029948538662577826,0.24205889341893508,False
D87969_at,0.02998148448434839,0.24205889341893508,False
U57971_s_at,0.030175432123689946,0.2432379578734816,False
L03411_s_at,0.03025932711550945,0.2432379578734816,False
X89985_at,0.030292152046523375,0.2432379578734816,False
HG2815-HT2931_at,0.03030050420861494,0.2432379578734816,False
L17327_at,0.030318452759834243,0.2432379578734816,False
S69231_s_at,0.030332240784054585,0.2432379578734816,False
HG721-HT4827_s_at,0.030386610410490154,0.24340016361391495,False
X16706_at,0.030509075699171464,0.2441068469802395,False
U18244_at,0.030698664996012367,0.24446231149667585,False
L76703_at,0.030731300644464044,0.24446231149667585,False
U78722_at,0.030737075334428317,0.24446231149667585,False
S79219_s_at,0.030763229067873675,0.24446231149667585,False
U70663_at,0.0307885064923556,0.24446231149667585,False
U09303_at,0.030789861412035113,0.24446231149667585,False
U59302_at,0.03080371194951248,0.24446231149667585,False
Z18954_at,0.03084949952264693,0.24446231149667585,False
M59807_at,0.03086212376869242,0.24446231149667585,False
U90905_at,0.03106634150646334,0.24572230776820936,False
J02843_at,0.031100129547808643,0.24572230776820936,False
U26648_at,0.03115151915850927,0.24572230776820936,False
M94630_at,0.03121518442583399,0.24572230776820936,False
X69878_at,0.031249405742670273,0.24572230776820936,False
S37730_s_at,0.031251583569810906,0.24572230776820936,False
K03195_at,0.03126246782799353,0.24572230776820936,False
D17461_at,0.03136490661377424,0.24606598653190676,False
M95610_at,0.03137522538329404,0.24606598653190676,False
U82279_at,0.03150805647315256,0.2468361918649501,False
U62389_at,0.03158054274774345,0.24690796040264237,False
D29675_s_at,0.03159939117458787,0.24690796040264237,False
M10612_at,0.03162112047238217,0.24690796040264237,False
U20647_at,0.03170414603937063,0.2470250155808105,False
U32376_at,0.03170541299711623,0.2470250155808105,False
M83652_s_at,0.03181281474702406,0.24741362584867468,False
U67092_s_at,0.03182470120679404,0.24741362584867468,False
D87735_at,0.0319883118277263,0.24841467867087233,False
X70297_at,0.03203492247692379,0.24850594378453725,False
AB002382_at,0.03216554654719891,0.24898327321583863,False
L07633_at,0.03216630588186104,0.24898327321583863,False
M13994_s_at,0.032239113757101555,0.24927618435398805,False
HG3039-HT3200_at,0.03230241422272081,0.24949502816227156,False
X14975_at,0.03247923985973936,0.2505892867533354,False
X97335_at,0.032518394687692805,0.2506201467335806,False
D87445_at,0.03265286289521081,0.25126671990279903,False
U20979_at,0.032678610677749756,0.25126671990279903,False
X74330_at,0.03270802581986218,0.25126671990279903,False
M27691_at,0.03275825414686178,0.2513472719556723,False
L25081_at,0.03278902551813371,0.2513472719556723,False
M14016_at,0.033055814764972956,0.25272504415116925,False
D84557_at,0.03306032697189092,0.25272504415116925,False
D49493_at,0.03307511098233145,0.25272504415116925,False
M77144_rna1_at,0.033129622856471634,0.25277272532805906,False
D14657_at,0.03315226513981417,0.25277272532805906,False
L31573_at,0.03326706435179056,0.25337703179905435,False
L32832_s_at,0.033418326747462555,0.2542574721266388,False
HG4108-HT4378_at,0.0334814846070169,0.2544664219226263,False
U65581_at,0.03352233715664795,0.25450558209770313,False
M67468_s_at,0.03368348523743972,0.2554569853805402,False
U63825_at,0.03372457258912202,0.2554967885099372,False
X59434_at,0.03387145274538106,0.25633714078749636,False
X62153_s_at,0.033944309432446924,0.25661609962239035,False
U11875_s_at,0.034029151459645184,0.2569849796142061,False
U79274_at,0.034113933107730754,0.2571216393499899,False
U29171_at,0.034119381515653024,0.2571216393499899,False
J04823_rna1_at,0.03422064626929143,0.25761244694168806,False
HG3987-HT4257_at,0.03429114186223663,0.25787083368764235,False
X82494_at,0.034407143879174006,0.2584705255159447,False
X96506_s_at,0.03470519392781867,0.26035077612338337,False
U82467_at,0.03473047946322592,0.26035077612338337,False
U94319_at,0.035025728798120825,0.2622882569346674,False
AF007875_at,0.035103126565017566,0.26259201393705167,False
D13639_at,0.03517727544970073,0.2628708560596609,False
L20971_at,0.035347577079457265,0.26360024363048384,False
X60221_at,0.035348833344191685,0.26360024363048384,False
D43638_at,0.03538596688804178,0.26360141896013567,False
M24364_at,0.03548339540591014,0.26405127959157976,False
U21051_rna1_at,0.0355418782661188,0.2642106883828581,False
J04029_s_at,0.0356177224599303,0.2644986910592116,False
AFFX-HSAC07/X00351_M_at,0.035830876276144945,0.2658047002837017,False
HG3238-HT4861_s_at,0.03595007363904317,0.2661610343231794,False
U37408_at,0.0360467339125888,0.2661610343231794,False
U25849_at,0.03607206729397909,0.2661610343231794,False
M86737_at,0.03609168419687428,0.2661610343231794,False
X63131_s_at,0.03609749783500529,0.2661610343231794,False
X04327_at,0.03611735855894856,0.2661610343231794,False
M74099_at,0.03614025546708341,0.2661610343231794,False
U51010_s_at,0.0363473257317935,0.26740978858818976,False
X75315_at,0.03649375558266452,0.26821029231836635,False
U07857_at,0.03656840001888877,0.26848210477307727,False
M21624_at,0.036631561258862994,0.26852947101621966,False
X16609_s_at,0.03670829219799256,0.26852947101621966,False
Y10207_at,0.03671180852073171,0.26852947101621966,False
D31890_at,0.0367456256101411,0.26852947101621966,False
U19487_at,0.03676318750341287,0.26852947101621966,False
U52152_at,0.0371683220862538,0.2708840089607726,False
L28957_at,0.037182779286969114,0.2708840089607726,False
M81181_s_at,0.03719952935511241,0.2708840089607726,False
Z12830_at,0.03726673653153364,0.2710964946258197,False
Y08766_s_at,0.03744743285789204,0.27201650933277016,False
S73149_at,0.03746952057298083,0.27201650933277016,False
U12471_cds1_at,0.03756304279748711,0.27223504633120793,False
M31210_at,0.037575997417577306,0.27223504633120793,False
X52882_at,0.03767153380979233,0.27255837827329876,False
M14218_at,0.03778915453146862,0.27255837827329876,False
L13258_at,0.03779138735647867,0.27255837827329876,False
U51990_at,0.03779957657606375,0.27255837827329876,False
X60486_at,0.03781178792429408,0.27255837827329876,False
J05500_at,0.0378921336182135,0.2728616369335799,False
HG821-HT821_at,0.037939061366192815,0.27292388343046275,False
M26311_s_at,0.03801777759555191,0.2730768332218841,False
D13900_at,0.038036933004535124,0.2730768332218841,False
U80073_at,0.03817639891901596,0.27374497702214534,False
D10523_at,0.03820679648436451,0.27374497702214534,False
X02751_at,0.038282857266498826,0.2739959351108498,False
D64110_at,0.0383186908830856,0.2739959351108498,False
Z17227_at,0.03837797489894654,0.27414487280019023,False
M30703_s_at,0.03846605972449861,0.27449903881476534,False
L05072_s_at,0.03850903980914594,0.27453094479940143,False
HG3521-HT3715_at,0.038591603668152306,0.2748446978524054,False
Z25521_s_at,0.03868063677660976,0.2752038518766976,False
Z29678_at,0.03880503337305348,0.27530473055944693,False
HG1862-HT1897_at,0.038832881331371964,0.27530473055944693,False
M28211_at,0.0388356155322302,0.27530473055944693,False
X89101_s_at,0.03887779808254976,0.27530473055944693,False
X68742_at,0.038887903446957924,0.27530473055944693,False
L11239_at,0.038960344670073734,0.27554394558824963,False
M24900_at,0.03916878838909367,0.27627998916620494,False
D43767_at,0.0391886689575425,0.27627998916620494,False
J03071_cds3_f_at,0.03922238533712142,0.27627998916620494,False
M97388_at,0.03927875774317637,0.27627998916620494,False
M58286_s_at,0.03931024960959574,0.27627998916620494,False
U73167_cds4_at,0.039311600482411294,0.27627998916620494,False
M95787_at,0.039335697714083045,0.27627998916620494,False
D43947_at,0.03948201911114598,0.27699756122282265,False
U43185_s_at,0.03952594191640266,0.27699756122282265,False
X99133_at,0.03955442801582739,0.27699756122282265,False
M94880_f_at,0.039599519873739136,0.2770411944846774,False
U07695_at,0.03979016972317263,0.27787340164004204,False
X51441_s_at,0.039796429102887214,0.27787340164004204,False
M14123_xpt3_at,0.0398799833564125,0.27818434574155054,False
M83186_at,0.039960553843369495,0.2784738889045759,False
U22662_at,0.04005810121796751,0.2788810581864164,False
X87871_s_at,0.040280151790905945,0.2801533679193839,False
U73682_at,0.04035711171464644,0.2802225435800432,False
X74262_at,0.040369792023260624,0.2802225435800432,False
M62403_s_at,0.040425311237462694,0.2802225435800432,False
L37199_at,0.04044732744338119,0.2802225435800432,False
X91117_rna1_at,0.04058053721155738,0.280872475515721,False
U42412_at,0.04086920629722587,0.28255990282063304,False
HG961-HT961_at,0.040903607758576696,0.28255990282063304,False
L04490_at,0.04116400666313501,0.2838910151216427,False
U02388_at,0.04118810322933894,0.2838910151216427,False
U37146_at,0.04123767254655355,0.2838910151216427,False
U09587_at,0.0412555886752731,0.2838910151216427,False
M37104_at,0.041462130368206486,0.2850371527434369,False
L01042_at,0.04178824600112022,0.28700231767050677,False
X15940_at,0.042067608793928846,0.2886429096168612,False
U18422_at,0.04219816414407068,0.2892603001760384,False
X89109_s_at,0.04234530120793966,0.28999005985725446,False
U53830_at,0.0424963549283968,0.2902336467607475,False
U83843_at,0.04250442662931486,0.2902336467607475,False
M21535_at,0.04251688964341972,0.2902336467607475,False
X76040_at,0.04255468849128707,0.2902336467607475,False
M97347_s_at,0.04258442902395032,0.2902336467607475,False
Y09306_at,0.04276073313299297,0.290968569918365,False
M96803_at,0.04277388992487677,0.290968569918365,False
M21259_at,0.042822046536123745,0.2910048184765681,False
M14660_at,0.042860858381315266,0.2910048184765681,False
U89922_s_at,0.04305835032364726,0.29199859766210134,False
U51587_at,0.04315746665887648,0.29199859766210134,False
X07173_at,0.04317389070809503,0.29199859766210134,False
U24056_s_at,0.04318758691580478,0.29199859766210134,False
D87449_at,0.04321202420164356,0.29199859766210134,False
D42047_at,0.04332304851489403,0.2924716030896587,False
U30872_at,0.04344109228011306,0.29299105663663766,False
M98539_at,0.043522465727076444,0.29326243683206804,False
U89896_at,0.043578872181267235,0.2933652311428273,False
M17219_at,0.043675497394717176,0.2937383216291875,False
D38081_at,0.043741493989347194,0.29390491107451094,False
HG3998-HT4268_at,0.04394762546050856,0.2947437661073873,False
J02947_s_at,0.04394902838717249,0.2947437661073873,False
M31994_at,0.044013367218577244,0.29489783355379434,False
X82209_at,0.044632564733083385,0.2987657783869967,False
M87860_at,0.04467797072147514,0.2987891681739177,False
X70944_s_at,0.04486877912537503,0.2997839984862217,False
D12676_at,0.04507693605999262,0.30084309005049653,False
L38810_at,0.04514028775073272,0.30084309005049653,False
U17327_at,0.0451538934428435,0.30084309005049653,False
X92814_at,0.04521630998302628,0.3009401371156971,False
S74017_at,0.04525288637789694,0.3009401371156971,False
X97198_at,0.045333094167096535,0.30119257065911575,False
D63480_at,0.04554207013624418,0.30225411448269596,False
X06482_at,0.04561128156122436,0.30225411448269596,False
U73167_cds3_at,0.04562736271128031,0.30225411448269596,False
U61263_at,0.045722499054219885,0.30225411448269596,False
M13928_s_at,0.04573111149681697,0.30225411448269596,False
D86966_at,0.04574725621080501,0.30225411448269596,False
M60047_at,0.04586812649887157,0.3027721053800513,False
D30756_at,0.045977679222732416,0.30321450062799205,False
L39060_at,0.04602719398838704,0.30326050456858705,False
M21119_s_at,0.04609308780883035,0.30341424098721287,False
D13637_at,0.0461631198641089,0.30359490914320325,False
Z47087_at,0.04631246301143762,0.3042963583488837,False
X60483_at,0.046376252233432315,0.3043452189815984,False
L05147_at,0.046405281671061505,0.3043452189815984,False
D50063_at,0.0465041626206029,0.3047133964359173,False
HG33-HT33_at,0.0467446593217485,0.3060079672219881,False
X14789_at,0.04697104949116454,0.3072079007545982,False
AB000467_at,0.04711256290675733,0.3076664424027241,False
X12876_s_at,0.04712747301217207,0.3076664424027241,False
M26004_s_at,0.04725639737548567,0.30822585259820434,False
M27749_r_at,0.04732521305390292,0.30836226560424884,False
M74524_at,0.047381721490959414,0.30836226560424884,False
U39318_at,0.047407075761292855,0.30836226560424884,False
D85425_s_at,0.04755971869988446,0.3090058280714962,False
U40282_at,0.047595730023253714,0.3090058280714962,False
HG3527-HT3721_f_at,0.04763605064533234,0.3090058280714962,False
S79267_at,0.04792792445670566,0.3106165213198679,False
U39400_at,0.048017064041473816,0.31070850431251806,False
M31774_s_at,0.04807157471938813,0.31070850431251806,False
X99961_at,0.04807286860102503,0.31070850431251806,False
X69150_at,0.048180572365241044,0.3110422131327313,False
U18062_at,0.048211761188338906,0.3110422131327313,False
L47125_s_at,0.048285107115429764,0.3111859161123018,False
L08044_s_at,0.048321336672228654,0.3111859161123018,False
D16583_at,0.04840040885330965,0.31141382194516654,False
S82597_rna1_s_at,0.04844742019888559,0.3114352196554151,False
S68271_s_at,0.04852426313208797,0.311575967650503,False
U43944_at,0.04855672605690964,0.311575967650503,False
X94612_at,0.04863714336963433,0.31171527591368936,False
U51241_at,0.048665886111928215,0.31171527591368936,False
Z37987_s_at,0.04875823764977512,0.3117581793093522,False
HG1869-HT1904_at,0.04876004627997302,0.3117581793093522,False
U36341_rna1_at,0.048987901801154574,0.3125535401793046,False
L07548_at,0.048999157805036206,0.3125535401793046,False
U26266_s_at,0.04903110432898534,0.3125535401793046,False
D10923_at,0.04906666168470953,0.3125535401793046,False
M65292_s_at,0.04910365619312963,0.3125535401793046,False
L19267_at,0.04937396478292956,0.31399375105932636,False
D50310_at,0.04946504374699715,0.3141551926629645,False
U90918_at,0.04948748511158776,0.3141551926629645,False
X05409_at,0.049550964918195245,0.31427831752830415,False
D38024_at,0.04979177063663672,0.3155249181054073,False
X54457_s_at,0.0499711221438605,0.31597943936610057,False
HG4018-HT4288_at,0.04998660948068675,0.31597943936610057,False
Y00970_at,0.05002896211919975,0.31597943936610057,False
HG4321-HT4591_at,0.050040789317481765,0.31597943936610057,False
X98178_s_at,0.0500998574841,0.31607246372048575,False
U52191_s_at,0.05042839712747747,0.3178500136872673,False
D00591_at,0.05047078348912703,0.3178500136872673,False
U02310_at,0.05055063845120761,0.3178514071882088,False
J04611_at,0.05056017614692506,0.3178514071882088,False
U73477_s_at,0.05060753552726929,0.31786882887568524,False
L37042_at,0.050666317456644266,0.31795790241938116,False
U61145_at,0.05088395624787544,0.31884186933906594,False
L40399_at,0.05089662607769071,0.31884186933906594,False
M60750_f_at,0.051054190303969675,0.3195481322888497,False
U76189_at,0.0511348606874229,0.3196742213164555,False
U76456_at,0.05120734528966131,0.3196742213164555,False
U79285_at,0.05122064510248503,0.3196742213164555,False
L35269_at,0.051253701075144986,0.3196742213164555,False
M84332_at,0.051318604485321155,0.3197992407131595,False
X16135_at,0.05141711196344954,0.3199930299312024,False
D00596_at,0.051489471491052895,0.3199930299312024,False
Y10517_at,0.051507853621798445,0.3199930299312024,False
M29927_at,0.05152924650876986,0.3199930299312024,False
M20786_at,0.05166950920416418,0.3205847964460282,False
U96915_at,0.05208574426203496,0.3228863224730846,False
AF006084_at,0.05219396139685597,0.32320346018248614,False
D14686_at,0.052227575554807684,0.32320346018248614,False
Z80787_at,0.05236961509297296,0.32380137554015975,False
U94320_at,0.05243292952496888,0.32391191904982936,False
X51804_at,0.052521519274903186,0.3241782778448353,False
U51477_at,0.05256973290958763,0.3241951781249569,False
X17648_at,0.05264876199023416,0.3244019224100081,False
U93867_at,0.05283853885894772,0.3247749827447136,False
D17400_at,0.052891435266093016,0.3247749827447136,False
J03242_s_at,0.052929769998023846,0.3247749827447136,False
HG37-HT37_at,0.05293584818931831,0.3247749827447136,False
S81957_at,0.053013539947173706,0.3247749827447136,False
D29992_at,0.05301736516453104,0.3247749827447136,False
HG3928-HT4198_at,0.05302820590753915,0.3247749827447136,False
M75099_at,0.053158885887622076,0.32529587767627277,False
U41060_at,0.05344171310603454,0.3264857312997931,False
U58032_at,0.0534449219283011,0.3264857312997931,False
U11791_at,0.05361732755113641,0.32725850009593443,False
D13630_at,0.05397965028892826,0.329033701324063,False
M21551_rna1_at,0.05400048121042976,0.329033701324063,False
X63468_at,0.05414257696966807,0.32948163883865966,False
M31516_s_at,0.054184320779918554,0.32948163883865966,False
M19283_at,0.054212647265780296,0.32948163883865966,False
J03260_s_at,0.05430299425043927,0.3295174656281964,False
U91316_at,0.05432322389442857,0.3295174656281964,False
D21262_at,0.054370251658598365,0.3295174656281964,False
HG3076-HT3238_s_at,0.05440343064165903,0.3295174656281964,False
M22632_at,0.054705770315577856,0.3304083065444621,False
U14417_at,0.05476299905333228,0.3304083065444621,False
M19684_at,0.0547743228588184,0.3304083065444621,False
L40636_at,0.054854959337131776,0.3304083065444621,False
U09860_at,0.05492456459160547,0.3304083065444621,False
Z49878_at,0.05492581945519578,0.3304083065444621,False
X86012_at,0.05497002728052957,0.3304083065444621,False
M55284_at,0.05498712710538059,0.3304083065444621,False
L25085_at,0.055014101662764964,0.3304083065444621,False
L76159_at,0.055063298754360716,0.3304083065444621,False
V00572_at,0.05509790724016767,0.3304083065444621,False
M57567_at,0.055106673654280465,0.3304083065444621,False
M95925_at,0.05518649647486105,0.33060885157082726,False
U50079_s_at,0.05536660296655373,0.33140933043540005,False
HG2936-HT3080_at,0.05546080041377591,0.3315622542638138,False
U07620_at,0.05552783996461384,0.3315622542638138,False
J05070_at,0.05553167787782209,0.3315622542638138,False
HG4058-HT4328_at,0.05597091401106809,0.3337937355669973,False
L37368_at,0.05599906126218667,0.3337937355669973,False
D87461_at,0.05619382089283464,0.3344165467432089,False
M95740_at,0.05627270032386601,0.3344165467432089,False
D55716_at,0.05630127370372396,0.3344165467432089,False
Z50749_at,0.056331975023012806,0.3344165467432089,False
U27459_at,0.056338094071902635,0.3344165467432089,False
L20469_s_at,0.056714374501774634,0.33611552338604483,False
X51630_at,0.05671861055315078,0.33611552338604483,False
X58079_at,0.056824543239085666,0.3364635953085064,False
S72503_s_at,0.05701874778936405,0.33698203976274727,False
U65092_at,0.05704360132145724,0.33698203976274727,False
X98801_at,0.057053909663856914,0.33698203976274727,False
Z23090_at,0.05740118815451552,0.33875254168339497,False
M94856_at,0.05748967087825434,0.33899409734580244,False
D78577_s_at,0.05759759625665131,0.3391897168921745,False
D63998_at,0.057627372758988105,0.3391897168921745,False
M19309_s_at,0.057665582392104855,0.3391897168921745,False
L10338_s_at,0.05789044713271792,0.3400670530955942,False
M29994_s_at,0.057910142019645304,0.3400670530955942,False
X77533_at,0.058051087650407736,0.34035996980748906,False
Z37986_at,0.058055508947384864,0.34035996980748906,False
M69181_at,0.058125901615188304,0.34049264799891327,False
U57099_at,0.058419062897392085,0.3419243451645456,False
X74837_at,0.058466233238263596,0.3419243451645456,False
M34041_at,0.058574725819734545,0.3419348744084729,False
X53586_rna1_at,0.05859884544765538,0.3419348744084729,False
D42041_at,0.058611925449172944,0.3419348744084729,False
D49824_s_at,0.05901266067800339,0.34393188814488634,False
X65977_at,0.05905072676242683,0.34393188814488634,False
L78440_at,0.05916236129940078,0.3440612382328129,False
X98248_rna1_at,0.059169459682063205,0.3440612382328129,False
U55853_at,0.059237906320840306,0.3441785119488757,False
S58733_at,0.05962687861966497,0.3460323717091698,False
M13450_at,0.05965405875025525,0.3460323717091698,False
X01703_at,0.06010135267768005,0.34831833069234663,False
M29273_at,0.06014586408784944,0.34831833069234663,False
U27460_at,0.06021757112445219,0.3484505394043991,False
L13738_at,0.060329669741340554,0.3485617417759735,False
X65965_s_at,0.060334575585853735,0.3485617417759735,False
L13773_at,0.06048497401343502,0.34914767590427387,False
D90084_at,0.06065811133159384,0.34986381527745347,False
U46024_at,0.06099782511243942,0.35153879969812496,False
U90549_at,0.06122860324478596,0.35258377425854537,False
U58681_at,0.06128790598569813,0.35264042112352056,False
U50062_at,0.0614208649468728,0.35285354313163036,False
U09410_at,0.06145213253296377,0.35285354313163036,False
X14850_at,0.06147343253885327,0.35285354313163036,False
X65727_cds2_s_at,0.06174654810116377,0.3541360751514051,False
Y10659_at,0.061921095570874114,0.3545999872853941,False
U36759_s_at,0.061959614998393565,0.3545999872853941,False
D55654_at,0.06204928641865408,0.3545999872853941,False
M24349_s_at,0.06205191270405618,0.3545999872853941,False
U95040_at,0.062084580248854604,0.3545999872853941,False
D83018_at,0.062125877980005226,0.3545999872853941,False
U37518_at,0.06250410099514232,0.3564733887954957,False
D83702_at,0.06279550573634274,0.35784904907624887,False
D87446_at,0.0632190256624743,0.3597931295476549,False
U10686_at,0.06323759171317318,0.3597931295476549,False
M91670_at,0.06336028008130196,0.360203697527593,False
M11353_at,0.06356984451415801,0.36110710879795416,False
U30825_at,0.06366931790567433,0.36135327472529033,False
U09877_at,0.06371455552387291,0.36135327472529033,False
X56687_s_at,0.06384159070363785,0.3617859301480399,False
J04058_at,0.06407295176567489,0.36259631335710985,False
X83378_at,0.064088398978767,0.36259631335710985,False
U80040_at,0.06416829215616633,0.36259631335710985,False
M63483_at,0.06418804144433618,0.36259631335710985,False
X95384_at,0.06431259740575428,0.3630122778350136,False
U01691_s_at,0.06460758128942352,0.3641318468989757,False
HG4073-HT4343_at,0.06461309949883634,0.3641318468989757,False
U04898_at,0.06474622362454358,0.36419457496364327,False
M33308_at,0.06474927850942963,0.36419457496364327,False
U75276_s_at,0.06480853623358998,0.36419457496364327,False
J05556_at,0.06484407579631137,0.36419457496364327,False
U17969_at,0.06487966197276293,0.36419457496364327,False
L07758_at,0.06494406499894802,0.3642692678029114,False
U89335_cds2_at,0.06527267840400618,0.36582462605515725,False
HG2274-HT2370_at,0.06538420211521351,0.3661618043042868,False
X69819_at,0.06563006791543328,0.3672501995048068,False
X87159_at,0.0657042499017188,0.36727580621589134,False
J04031_at,0.06573768112378697,0.36727580621589134,False
D25278_at,0.06579059293723157,0.3672835842204572,False
HG1980-HT2023_at,0.06602467443647553,0.36830195935652116,False
D43968_at,0.06624916515278349,0.3692652841080481,False
X83857_s_at,0.06630926663260102,0.36931153267485367,False
U73824_at,0.06644725731118367,0.3695132666552127,False
X73113_at,0.06646772489743429,0.3695132666552127,False
D31764_at,0.06653218448110833,0.3695132666552127,False
HG2090-HT2152_s_at,0.06655281727946319,0.3695132666552127,False
U46692_rna1_at,0.06671843300383593,0.37001559522659244,False
M19154_at,0.0667470971330338,0.37001559522659244,False
M32879_at,0.06685836909598862,0.3703444547671351,False
U17989_at,0.0670147016879984,0.3709222114392396,False
V00565_s_at,0.06712063745096461,0.37122034475401605,False
U78180_at,0.06732986816719086,0.3716459762927814,False
M21121_at,0.06734265330667566,0.3716459762927814,False
X92475_at,0.06735399093425075,0.3716459762927814,False
Y09616_at,0.06741617665183798,0.37170141017088393,False
U18548_at,0.06748783343393093,0.3717363529988533,False
M37721_at,0.06753276235901165,0.3717363529988533,False
AF007551_at,0.06757894704537998,0.3717363529988533,False
U79266_at,0.06772502454143538,0.3722055644456376,False
L24783_at,0.06781460165840884,0.3722055644456376,False
X90392_at,0.06786877687167191,0.3722055644456376,False
M19483_at,0.0679291115785354,0.3722055644456376,False
D80002_at,0.06797099146452111,0.3722055644456376,False
HG4297-HT4567_at,0.0680329329719656,0.3722055644456376,False
X85373_at,0.06806916797580402,0.3722055644456376,False
X59834_at,0.06808192678315493,0.3722055644456376,False
U89942_at,0.06821092729562593,0.3726250580003964,False
A28102_at,0.06830799444212199,0.37286959600144537,False
Z19585_at,0.06840954073583205,0.37313819120562103,False
HG1112-HT1112_at,0.06877166663500564,0.3748266142514948,False
J02871_s_at,0.06884186376972969,0.374922572050728,False
K02777_s_at,0.06890002266304372,0.3749341773256634,False
L21715_at,0.06900792759162297,0.3749341773256634,False
U77968_at,0.06911127002806144,0.3749341773256634,False
HG491-HT491_at,0.06912285660274348,0.3749341773256634,False
D87024_at,0.06916519916248436,0.3749341773256634,False
X79568_at,0.06916990877287695,0.3749341773256634,False
M77016_at,0.06923264294272817,0.3749341773256634,False
U65093_at,0.06926473720548446,0.3749341773256634,False
U51333_s_at,0.06943841224964276,0.37546361080616725,False
L28997_at,0.0696000860874224,0.37546361080616725,False
S72493_s_at,0.06979368702207088,0.37546361080616725,False
Z96810_at,0.0698353227189858,0.37546361080616725,False
X90872_at,0.06986303188778933,0.37546361080616725,False
X60299_s_at,0.06987649335956274,0.37546361080616725,False
U10099_s_at,0.06989548583181522,0.37546361080616725,False
HG3288-HT3465_at,0.06999070003959065,0.37546361080616725,False
U61849_at,0.07000062721333274,0.37546361080616725,False
X00090_f_at,0.07010424327743155,0.37546361080616725,False
D16227_at,0.07011386863595756,0.37546361080616725,False
