Gene,Raw p-value,BH Adjusted p-value,Significant (BH)
U89336_cds4_at,0.012277076312672365,0.07342556798073933,False
Z79581_at,0.012310008365478853,0.07356081277242141,False
J04456_at,0.01240565938872294,0.07402447460431852,False
L37112_at,0.012408366832958427,0.07402447460431852,False
AF000562_at,0.012428242056986288,0.07408105152529704,False
AFFX-HUMGAPDH/M33197_5_st,0.012448476736351567,0.07413967473137036,False
D28235_s_at,0.012473275009290796,0.07422535687916033,False
L04733_at,0.01258205653757981,0.07469346745223208,False
U68485_at,0.012583172562095681,0.07469346745223208,False
U79254_at,0.012583371357852535,0.07469346745223208,False
X65873_at,0.012632141986051048,0.07492058254455733,False
X65644_at,0.01266918039028597,0.07507779468191911,False
D38081_at,0.012715824175167497,0.07529162005379493,False
X71874_cds1_at,0.012749572448316532,0.07542879832701124,False
M22489_at,0.012778893025237725,0.07553957576859016,False
U49844_at,0.012826965726006327,0.07576092681085261,False
L41919_rna1_at,0.012912415635972146,0.07620249260666014,False
M27783_s_at,0.01292640275085357,0.07622193979390827,False
L40586_at,0.013014703512615121,0.07662868215361941,False
Z18954_at,0.013016879518590702,0.07662868215361941,False
U19878_at,0.013054401410637368,0.07678616143270114,False
X53800_s_at,0.013101638404725864,0.07699564876792131,False
X99728_at,0.01311161700157897,0.07699564876792131,False
U19977_at,0.013171217153895534,0.07722843842413081,False
HG3242-HT3419_s_at,0.013172924831497134,0.07722843842413081,False
Y08200_at,0.013200026381930617,0.07732373712143252,False
AF012024_s_at,0.013240366223907854,0.0774963635552045,False
X13482_at,0.013300818493868964,0.07778632899326647,False
U47686_s_at,0.013314632165184054,0.07779753409991137,False
D14662_at,0.013324637114915818,0.07779753409991137,False
X55448_cds1_s_at,0.013335472951338434,0.07779753409991137,False
M64992_at,0.013452378188083609,0.07841537539071794,False
X97444_f_at,0.013492430850627414,0.07858459112264937,False
U48405_at,0.013565594179639616,0.07894622114828638,False
K01383_at,0.013600583321813195,0.07906237683408744,False
U56418_at,0.013607734096707153,0.07906237683408744,False
D86969_at,0.013671541735492095,0.07936842103609376,False
X97748_s_at,0.013814689150990095,0.08013418955037298,False
D87023_cds2_at,0.013828267699929422,0.08014774018926572,False
U49188_at,0.013895203303407587,0.08047027160844249,False
AFFX-HUMTFRR/M11507_5_at,0.01394446000737332,0.0806651558812142,False
U09117_at,0.013951485089288415,0.0806651558812142,False
L01087_at,0.01397555078214104,0.08073881809228806,False
M77142_at,0.014030695186396169,0.08078884158919622,False
U78027_rna3_at,0.014032177758841177,0.08078884158919622,False
U26710_at,0.014033261441094284,0.08078884158919622,False
X95325_s_at,0.014034946487738308,0.08078884158919622,False
L41162_at,0.014044302017858497,0.08078884158919622,False
L41607_at,0.014052204175985876,0.08078884158919622,False
X53296_s_at,0.014076542946874675,0.08086355734751778,False
J04182_at,0.014155685573308348,0.08125272339139711,False
U66052_at,0.014199863579008723,0.08144073005209428,False
X02596_at,0.014223400830068466,0.08151014832601132,False
X56841_at,0.01429864497055377,0.08185952433663847,False
HG4167-HT4437_at,0.014315135192181564,0.08185952433663847,False
Y10871_at,0.014318814258351546,0.08185952433663847,False
D31884_at,0.014335781906747409,0.08189085674134798,False
HG2028-HT2082_at,0.014360283110696707,0.08195367670686991,False
M91463_rna1_at,0.01436977077901352,0.08195367670686991,False
U53209_at,0.01438752872510784,0.08198936233516689,False
U04636_rna1_at,0.014509838537102346,0.08262031863498613,False
M19684_at,0.014526981129723457,0.08265191418499483,False
HG2562-HT2658_s_at,0.014635830145110409,0.08320481108811173,False
U37022_rna1_at,0.014664502479295247,0.08330138499991699,False
D00749_s_at,0.014719465713101664,0.08353937259026244,False
U49278_at,0.014729834667689701,0.08353937259026244,False
X79780_at,0.0147829214867982,0.08377380546850903,False
AFFX-BioC-5_at,0.014823892031348446,0.08388930320278269,False
X60484_at,0.014826837149040005,0.08388930320278269,False
Z25521_s_at,0.014847003259204055,0.083936785277451,False
U31248_at,0.014971813877759265,0.08457532578014723,False
U72515_at,0.015070429354698973,0.08506499672972999,False
HG2649-HT2745_s_at,0.01511331121317197,0.08523955351163211,False
L13923_at,0.015134622021769663,0.08529226908553038,False
M61827_rna1_s_at,0.015150878664755863,0.08531644075911891,False
M31951_at,0.015289971261956577,0.0860317325386649,False
U78628_at,0.015430898046865465,0.08675620834077595,False
S71043_rna1_s_at,0.01551354741941046,0.08715215094797256,False
D31887_at,0.015533659587189946,0.08719642456462766,False
U07225_at,0.015601643707267505,0.08750914082542097,False
M64571_at,0.01567580123115718,0.08782211105652718,False
D87258_at,0.015683797399761164,0.08782211105652718,False
U07857_at,0.015694398861834147,0.08782211105652718,False
X90763_at,0.01574643784242935,0.08804420029700302,False
M81750_at,0.015813829806161767,0.08835171840762322,False
D13642_at,0.015873050758156745,0.0886131392755673,False
HG2441-HT2537_s_at,0.015924673889638506,0.0888317685127018,False
M27281_at,0.01596789842570587,0.08900324306243718,False
Z83741_at,0.016032594537832873,0.0892940362970395,False
X74795_at,0.016053961332201966,0.08934323991980313,False
D87074_at,0.01606960143524052,0.08936052155368929,False
U77827_at,0.016127469681675104,0.08961241727253454,False
X63359_at,0.01620151974204978,0.08995376498525925,False
X55954_at,0.016346959293336766,0.09067781717195188,False
L20971_at,0.016357367496581586,0.09067781717195188,False
L24783_at,0.016397219725714413,0.09076928992368699,False
X85137_s_at,0.016423424546529886,0.09076928992368699,False
X81479_at,0.01642435387106393,0.09076928992368699,False
U64998_at,0.0164312762791593,0.09076928992368699,False
M11353_at,0.016437530269530074,0.09076928992368699,False
M19878_at,0.016532120910222943,0.09122096746825029,False
U60325_at,0.01656379021940475,0.09132502743552703,False
M16505_at,0.016633284530034504,0.09163731484900771,False
L36645_at,0.016702610771679057,0.0919481947423166,False
HG651-HT4201_at,0.016736030902949842,0.09200827207766864,False
M77349_at,0.016739336356394477,0.09200827207766864,False
U77643_at,0.01679132945216571,0.09222294889405959,False
Z29064_at,0.01685913974233529,0.09252410101855911,False
AFFX-HSAC07/X00351_5_st,0.016934629688763112,0.09279565442189859,False
U43286_at,0.01693465372463039,0.09279565442189859,False
L14922_at,0.0169851109000191,0.09300065714764681,False
U60644_at,0.01711557043107648,0.09364305571998789,False
L35854_at,0.017165745512069636,0.09384555195977334,False
S80437_s_at,0.017183279880521294,0.09386942702546844,False
M57730_at,0.017199276020712806,0.093884868875698,False
L37127_at,0.017223432720483486,0.09394479867201741,False
D00762_at,0.017359239152638966,0.09461316201770886,False
HG1155-HT4822_at,0.017389154363049397,0.09470380554177169,False
HG67-HT67_f_at,0.017409770830943194,0.09474370706396491,False
D00017_at,0.017426390091288366,0.09476181156429805,False
L25080_at,0.017478516124939687,0.09497282123071267,False
HG2724-HT2820_at,0.0175308812057335,0.09511676089185549,False
X13546_rna1_at,0.01753169081384459,0.09511676089185549,False
U43431_at,0.017563124824049297,0.09521484172672809,False
X77366_at,0.017609466499035793,0.095393530905491,False
U33841_at,0.01766637436751442,0.09556340810728335,False
X82494_at,0.017677014516422958,0.09556340810728335,False
U08023_at,0.017681040158999402,0.09556340810728335,False
M90391_s_at,0.01787486420385603,0.09653780826461336,False
M23575_f_at,0.017907143911427295,0.09661161312694813,False
U37690_at,0.017915633686888123,0.09661161312694813,False
U72661_at,0.01796820863065492,0.09682188913676411,False
D38535_at,0.018005125479928257,0.09694753742175873,False
Y08134_at,0.018057725524125733,0.09715737755584328,False
X69550_at,0.018176035636675497,0.09760088350620963,False
M34996_s_at,0.018180091802663573,0.09760088350620963,False
HG4126-HT4396_at,0.018181227843490865,0.09760088350620963,False
D59253_at,0.0182139461789042,0.09770295132385856,False
D86959_at,0.01828873493790189,0.09803036945285906,False
X79882_at,0.018306529600023793,0.09805202818825666,False
U59863_at,0.018338937537068677,0.09808503376359097,False
J00306_at,0.01834020900643383,0.09808503376359097,False
U69127_at,0.018427585113468013,0.09842264624440086,False
X56932_at,0.018430948623407932,0.09842264624440086,False
M20203_s_at,0.018464751704985752,0.09849702028128575,False
D49489_at,0.01847250892356278,0.09849702028128575,False
D25328_at,0.018542771379664306,0.09872689882971532,False
D13748_at,0.018548820878310703,0.09872689882971532,False
X55990_rna1_at,0.0185684830194625,0.09872689882971532,False
S63912_at,0.01857101575685906,0.09872689882971532,False
AFFX-HUMRGE/M10098_3_at,0.018618411016049843,0.09890510591163885,False
X89059_at,0.018714070425196298,0.09932729265665698,False
D87465_at,0.018725751343883712,0.09932729265665698,False
D13628_at,0.018763931529875807,0.09945581254757221,False
X13334_at,0.018835312522853975,0.09959132277375912,False
U21931_at,0.018838162219213746,0.09959132277375912,False
U15008_at,0.01884479936577849,0.09959132277375912,False
X97160_rna1_at,0.01887175030120156,0.09959132277375912,False
U16799_s_at,0.018872694615267274,0.09959132277375912,False
L07515_at,0.018873317024456247,0.09959132277375912,False
HG358-HT358_at,0.01896218899718128,0.09998627615451579,False
M13929_s_at,0.01903542215353315,0.10029824429603683,False
J05500_at,0.0191174528519219,0.1006560719212343,False
X04347_s_at,0.019132789107438996,0.10066247494238569,False
U90919_at,0.019352101929357848,0.10174124974512692,False
X87241_at,0.019398948222876355,0.101847742282928,False
M37238_s_at,0.019400930568132448,0.101847742282928,False
HG3141-HT3317_f_at,0.019460489555580208,0.10201094334048492,False
AFFX-HUMTFRR/M11507_3_at,0.019460637248290013,0.10201094334048492,False
X84908_at,0.01952609290813268,0.10227885109630996,False
D84454_at,0.01958532497562329,0.10251378983202529,False
U73936_at,0.019661325872161326,0.10283609108043881,False
U33921_at,0.019719261309910967,0.10306349991081766,False
M86737_at,0.019790602226005823,0.1033362670705971,False
S68616_at,0.019800440569285403,0.1033362670705971,False
M92843_s_at,0.019875838725766853,0.10356862261452739,False
U73328_at,0.019887300721881888,0.10356862261452739,False
D87989_at,0.019888545989519987,0.10356862261452739,False
D26362_at,0.019909751194706907,0.10360336953800404,False
D90086_at,0.019957562151633492,0.10372665412479054,False
X75861_at,0.01996254305782194,0.10372665412479054,False
U13045_at,0.019989174729779513,0.10378938576008605,False
M18391_s_at,0.020026832460898703,0.10390923479894239,False
X74819_at,0.02004628592377017,0.10393452534586002,False
HG3731-HT4001_at,0.020065924424711737,0.10396073780797235,False
L37033_at,0.020252100082534558,0.10484910783470507,False
X98260_at,0.020278969315770452,0.10491202630778487,False
M73547_at,0.020363638590763934,0.10527366172121544,False
X12492_at,0.02040013541647091,0.10538591694494284,False
V00594_s_at,0.020417360833941765,0.1053985267090303,False
D38521_at,0.020523581923791476,0.10587019937388527,False
HG1872-HT1907_at,0.020607130694434893,0.10622432011614341,False
X99720_rna1_at,0.020652037665807962,0.1063478905677431,False
J03133_at,0.02067210296244531,0.1063478905677431,False
D80009_at,0.02068444350835568,0.1063478905677431,False
U24183_s_at,0.020702821619237685,0.1063478905677431,False
U85767_at,0.020705691135927542,0.1063478905677431,False
L06505_at,0.020813905104538708,0.10682673109449708,False
M21904_at,0.020894149606059818,0.10716143348316579,False
M10612_at,0.02093787176977128,0.10730847436858337,False
HG4336-HT4606_at,0.02100453862553515,0.10757281311885064,False
M34677_at,0.021022441804280402,0.10758121689233852,False
Z56281_at,0.021043394215425823,0.10758121689233852,False
X04145_at,0.021051451474935087,0.10758121689233852,False
L13329_at,0.021162806957514258,0.10807281575939767,False
M16707_rna1_s_at,0.02132845504130195,0.10884077021434617,False
X77748_at,0.021361820237001113,0.10889081855431262,False
U58046_s_at,0.021368811215806336,0.10889081855431262,False
U61234_at,0.02141610767450283,0.10905387972252191,False
U00115_at,0.021502829589403524,0.10941732486999123,False
M21005_at,0.021703728701210644,0.11034650767834302,False
M55513_s_at,0.02172164462196612,0.11034650767834302,False
U09851_s_at,0.021731869375844242,0.11034650767834302,False
U58334_at,0.02176052606038177,0.11036879474028871,False
S34389_at,0.021767221967294983,0.11036879474028871,False
L20321_at,0.021829890273510143,0.11060788042633533,False
Z33642_at,0.021854516994626507,0.11065401395929855,False
U20979_at,0.021942767024120423,0.11102199156490739,False
X60655_at,0.022153641964815965,0.112009442246222,False
U66711_rna1_s_at,0.02223102628894174,0.11232103927276092,False
HG627-HT5097_s_at,0.022247908897696636,0.1123267298382998,False
U65011_at,0.022274553845707076,0.11234152231631171,False
X78549_at,0.02229324742902728,0.11234152231631171,False
Y00978_at,0.022303927015667642,0.11234152231631171,False
X57809_s_at,0.022323477307492,0.11234152231631171,False
L29376_at,0.02232963068063034,0.11234152231631171,False
L11372_at,0.022442999726064037,0.11283226025889316,False
L20815_at,0.0225075320766002,0.11307695290633038,False
M28879_at,0.022536288314729966,0.11314168971528868,False
U02570_at,0.02255462894115141,0.11315408143664209,False
L06133_at,0.022581422916883302,0.1132088354250781,False
J03040_at,0.02263746625064147,0.11341004701393047,False
D87433_at,0.02266030447276656,0.11344474058030395,False
X81625_at,0.022744162376383548,0.11378465514472863,False
M87860_at,0.022862539204518206,0.11429666338640272,False
D14811_at,0.022976143228409275,0.11478411007381199,False
X16316_at,0.023083695945639623,0.1152406641431827,False
M64572_at,0.02310738508912671,0.11527820035016398,False
U19523_at,0.023274400512951016,0.11603021066911035,False
Y12711_at,0.023358591884601997,0.11636855453901303,False
Z74615_at,0.023389379638450235,0.1164405638565026,False
U81607_at,0.023569664705469603,0.11725620354870397,False
AFFX-HUMRGE/M10098_5_at,0.023686827687469148,0.11775689998881977,False
M26692_s_at,0.023881796232337514,0.11864343229291578,False
D50477_s_at,0.023910375914873244,0.11869666555232258,False
U01120_at,0.02392581124964056,0.11869666555232258,False
M83186_at,0.023944925349677886,0.1187088823489942,False
U73377_at,0.024051683307233142,0.11913262588158983,False
M15169_at,0.024063821190838736,0.11913262588158983,False
U38964_s_at,0.02414633765022195,0.11945818258739227,False
D87116_at,0.02430178220972604,0.12014383174281341,False
J04823_rna1_at,0.024361362468861402,0.1203527188514395,False
X96969_at,0.02437779857223715,0.1203527188514395,False
M31899_at,0.024414829634698373,0.12035563551090386,False
D87120_at,0.024417331358396504,0.12035563551090386,False
U57971_s_at,0.024429036973527548,0.12035563551090386,False
D38251_s_at,0.024509884201769406,0.12067055557625282,False
M60752_at,0.024582812937456667,0.12094608242313912,False
X07834_at,0.024623473490135574,0.1210625810421907,False
X07203_at,0.024778877234701208,0.12160005483762112,False
HG4747-HT5195_at,0.024782109332246824,0.12160005483762112,False
L07765_at,0.0247839640453168,0.12160005483762112,False
M60854_at,0.02483555925862961,0.12174961694020472,False
X77909_at,0.024848603261046133,0.12174961694020472,False
U89336_cds8_at,0.024934359370144196,0.12208588458087773,False
L13977_at,0.024966082793803517,0.12215731244819854,False
D38751_at,0.025060264244216153,0.12241371723986336,False
D13631_s_at,0.02506372972571559,0.12241371723986336,False
U07231_at,0.025090337002250607,0.12241371723986336,False
L42583_f_at,0.025116872830992957,0.12241371723986336,False
M34516_at,0.025117894153124678,0.12241371723986336,False
D50810_at,0.02512388277462555,0.12241371723986336,False
S81914_at,0.02513868453347734,0.12241371723986336,False
L40357_at,0.02517554796060438,0.12243800626722083,False
U59423_at,0.025178021768515323,0.12243800626722083,False
L06147_at,0.025259351655886216,0.1227497736569958,False
U77665_at,0.02528860800573072,0.12280823329213508,False
U90918_at,0.025337005710614702,0.12295950558949775,False
L07493_at,0.025436462348336793,0.12335058851163577,False
U60319_at,0.025452197461160925,0.12335058851163577,False
L38616_at,0.02549450937055459,0.12345424879820875,False
M62302_at,0.02550822113617078,0.12345424879820875,False
X97795_at,0.025672912218475997,0.1241670225274867,False
U82169_at,0.025709245991505376,0.12425845062606225,False
X17620_at,0.025859908285665232,0.12490195539871776,False
X16560_at,0.02611049243092103,0.12602687917402575,False
D78586_at,0.02615841130642662,0.12609256322905332,False
X74330_at,0.026159475524725747,0.12609256322905332,False
S72487_at,0.02620623527768615,0.12622257675525106,False
HG2290-HT2386_at,0.026221859471809064,0.12622257675525106,False
X51420_at,0.026244590225236432,0.12624675014555367,False
M74491_at,0.02633895570840616,0.1265735011210878,False
U43916_s_at,0.026348025762897225,0.1265735011210878,False
M95610_at,0.026394061866047903,0.1267092707360643,False
L10615_s_at,0.02643227503735454,0.12680732755134624,False
X98178_s_at,0.026659484400818518,0.12781134115227655,False
X05409_at,0.026717375454973543,0.12800280216297472,False
X54489_rna1_at,0.026826520046033683,0.12836807505600017,False
Y10207_at,0.02684373253240266,0.12836807505600017,False
D16626_at,0.026847636401808987,0.12836807505600017,False
L04947_at,0.02694441876193241,0.12870834414987878,False
D21260_at,0.026954910620812036,0.12870834414987878,False
U32645_at,0.026994747961348903,0.12874378107951545,False
HG4069-HT4339_s_at,0.027008281793256594,0.12874378107951545,False
M16750_s_at,0.027016509537797044,0.12874378107951545,False
U45976_at,0.02712281380990219,0.1291640211428141,False
M71243_f_at,0.02724520831311626,0.12966027374112538,False
M17254_s_at,0.02732280967475889,0.12994283533779594,False
M60750_f_at,0.027412380509818722,0.13028190710299845,False
M62831_at,0.02754303396440943,0.1308156489888573,False
X12671_rna1_at,0.02759801798211037,0.13098952742640801,False
U79296_at,0.02763631062309373,0.13108400427946454,False
D64158_at,0.027670397836186637,0.13115842165836072,False
D13435_at,0.0277579295174046,0.13148590001965274,False
M27394_s_at,0.02778787050625442,0.13154032459434778,False
D87455_at,0.027849684441059067,0.13168438785138623,False
J02986_cds1_at,0.0278728347568731,0.13168438785138623,False
U90878_at,0.027889363065617942,0.13168438785138623,False
L43366_at,0.02789219044123905,0.13168438785138623,False
X78031_at,0.028053718629833954,0.13235933826081156,False
M38591_at,0.028101166695912037,0.1324874937697533,False
L19686_rna1_at,0.028119722526018277,0.1324874937697533,False
D16562_at,0.02813663424988168,0.1324874937697533,False
HG4334-HT4604_s_at,0.028316492680914792,0.13324638701138056,False
Y08765_s_at,0.02835405339125147,0.13333512310437448,False
X60787_s_at,0.028381873794920177,0.13334801816449404,False
M13241_at,0.02839420557914181,0.13334801816449404,False
HG3565-HT3768_at,0.028449462297823167,0.1335195633450832,False
M83664_at,0.02851131994953337,0.13372184205277854,False
D86985_at,0.028665581726358448,0.13435695734859263,False
M16342_at,0.02875620906209835,0.1346931763493424,False
Z48482_at,0.028953440150145174,0.13528488091889512,False
AF001294_at,0.028954386238501603,0.13528488091889512,False
HG1111-HT1111_at,0.02897553355076141,0.13528488091889512,False
X65867_at,0.028976528137377097,0.13528488091889512,False
U47931_at,0.028977418033827022,0.13528488091889512,False
AFFX-HUMISGF3A/M97935_MA_at,0.02910584999220651,0.1357955527450525,False
X73358_s_at,0.029198701442830006,0.13613966159969595,False
U67171_at,0.029244460783135893,0.13626389602808875,False
X01060_at,0.02947531150291579,0.13714717669621,False
L17128_at,0.029491066730530195,0.13714717669621,False
M99438_at,0.029491741040158493,0.13714717669621,False
X53331_at,0.029581194024761268,0.13747348904988468,False
X91648_at,0.029647431480969336,0.13769155636992209,False
HG2810-HT2921_at,0.029768977150820827,0.13816604043502712,False
U07158_at,0.029855399913153877,0.13847699803570201,False
X60486_at,0.029886115075672987,0.13852933314335028,False
M55040_at,0.030061263390885176,0.13921975060975184,False
U85946_at,0.030118949856661456,0.13921975060975184,False
X91911_s_at,0.030129624704598762,0.13921975060975184,False
M92432_at,0.03016900847258185,0.13921975060975184,False
U91616_at,0.030171131757851195,0.13921975060975184,False
HG2090-HT2152_s_at,0.03017408263241135,0.13921975060975184,False
U79718_at,0.030176050528694428,0.13921975060975184,False
M87507_s_at,0.030191293932203163,0.13921975060975184,False
U34070_s_at,0.030223531575611556,0.1392783171315674,False
X81788_at,0.03026890298174471,0.1392931351494166,False
L12060_s_at,0.030309086227772106,0.1392931351494166,False
Z18956_at,0.03031736891061834,0.1392931351494166,False
U62961_at,0.03032503349992411,0.1392931351494166,False
X80763_s_at,0.030353790852130826,0.1392931351494166,False
X79353_at,0.03035859228947495,0.1392931351494166,False
D63940_s_at,0.030363519711347087,0.1392931351494166,False
M76424_at,0.030409145499268986,0.13941273200275794,False
U90551_at,0.03044475903507875,0.13948630280274835,False
U78678_at,0.030548415816909473,0.13979437032478972,False
S76942_s_at,0.030551217417032175,0.13979437032478972,False
X60003_s_at,0.030663385508723343,0.14021762366368742,False
HG4297-HT4567_at,0.030715213070401783,0.1403265992739952,False
U74667_at,0.030726584579422997,0.1403265992739952,False
M34516_r_at,0.030842474681709586,0.14076568630339797,False
S82185_at,0.03086570137891279,0.14078156438276984,False
D89077_at,0.03090333772397862,0.14086310398608923,False
X51345_at,0.031037171795449483,0.14138274615320087,False
U50743_at,0.03120394039243765,0.142051654570682,False
X85785_rna1_at,0.03134191929778253,0.1425887317638109,False
HG110-HT110_s_at,0.031386126547607814,0.14269878581498477,False
X92521_at,0.03141188390965171,0.14272486959331232,False
X56411_rna1_at,0.031529388788509305,0.14316752399572155,False
D83785_at,0.03158878249344855,0.14329109503257362,False
M30185_at,0.03159680199063063,0.14329109503257362,False
X91103_at,0.031626244058625116,0.143333435406191,False
M25809_at,0.03173299962808273,0.14372589221639248,False
D10923_at,0.03191167875424273,0.14438583867614124,False
M24902_at,0.03191921472206461,0.14438583867614124,False
S73885_s_at,0.03198238837753749,0.14457986477074491,False
U20428_at,0.03200813240742464,0.14460454748576063,False
D50525_at,0.032057770710416385,0.1447210529209044,False
X69433_at,0.03207452147777093,0.1447210529209044,False
S43646_at,0.03213143113085456,0.1448861306336889,False
M64590_at,0.032265848157885885,0.1454002727671103,False
Y07595_at,0.03233195123052071,0.14560611517522562,False
U32576_rna1_at,0.032421244466098946,0.14591606805481022,False
M33308_at,0.03247969719958498,0.1460084138000571,False
AF005037_at,0.032482724686055627,0.1460084138000571,False
HG3484-HT3678_s_at,0.03260292906900571,0.1464312810141485,False
L43631_at,0.03261788108436917,0.1464312810141485,False
U68233_at,0.03276921330471181,0.14701807529848362,False
U13695_at,0.03283011606666194,0.1471986776347377,False
D83920_at,0.03293773062109792,0.1475883605265915,False
L01664_at,0.033072194044893116,0.148097783508821,False
X72727_at,0.03310385105673064,0.1481464872463482,False
D29958_at,0.03317820497382448,0.14838608736411213,False
AF010193_at,0.033256640488368676,0.14858811940439384,False
J05272_at,0.033265063623146664,0.14858811940439384,False
M36067_at,0.0332960545294887,0.14863342062662802,False
U40714_at,0.03338359897421084,0.14887386895498633,False
U66359_at,0.03339168417155606,0.14887386895498633,False
M62840_at,0.033476355112896615,0.14910083226579895,False
U37122_at,0.033496172305492185,0.14910083226579895,False
U19948_at,0.03353708044978237,0.14910083226579895,False
AF007111_at,0.03354657490425936,0.14910083226579895,False
HG4332-HT4602_at,0.03354716439252932,0.14910083226579895,False
HG4518-HT4921_r_at,0.033687334713787535,0.14963053531127185,False
L17330_at,0.03377798693661239,0.14993976891102723,False
X90846_s_at,0.03381379493377477,0.15000531679084028,False
M26679_at,0.0339012754974005,0.1502998712816966,False
Z29572_at,0.03401943011098864,0.15072996722264637,False
L03411_s_at,0.034114688922581085,0.1510581474093668,False
J03600_at,0.03417825445891215,0.15124567103512399,False
Z48804_at,0.03422398146067065,0.15135407185677485,False
U31383_at,0.03424877061522494,0.15136979895594457,False
V01510_rna1_at,0.03428700658915699,0.15144490085136317,False
D64154_at,0.03432455840477085,0.15151688970130736,False
HG4258-HT4528_at,0.03435289773892885,0.151548148502985,False
Y07847_at,0.034406722467422546,0.15169172818197607,False
X76180_at,0.03446257541472162,0.1517678636785889,False
L37199_at,0.03448444305289915,0.1517678636785889,False
D49677_at,0.034500497237105916,0.1517678636785889,False
U09813_at,0.03450914672787104,0.1517678636785889,False
M19645_at,0.03463976769709612,0.1522483994528966,False
U25988_at,0.03468281572722362,0.15234368041859347,False
Z11518_s_at,0.03479474566592999,0.15268318620688678,False
L49169_at,0.03480294257065381,0.15268318620688678,False
U96113_at,0.034995669209490196,0.15343427170630725,False
U14394_at,0.03512790457726277,0.15391784985307197,False
S52969_cds1_s_at,0.035149145681133566,0.15391784985307197,False
Z50781_at,0.03534005167290494,0.1546347671387083,False
M11025_s_at,0.03535624497630727,0.1546347671387083,False
L38820_at,0.03544963876726541,0.15480680929540058,False
L13800_at,0.035449684881961804,0.15480680929540058,False
U06155_s_at,0.03546072655062269,0.15480680929540058,False
L26336_at,0.03555356993110707,0.15511713588669662,False
U00968_at,0.03563998809664606,0.15531822442257617,False
M13928_s_at,0.0356432339956985,0.15531822442257617,False
U69263_at,0.03582291909901524,0.15600585843425757,False
U33447_at,0.03590534386013865,0.1561910572870871,False
HG987-HT987_at,0.035909263977210795,0.1561910572870871,False
U08336_at,0.03597591677962156,0.15638555531824516,False
Y09443_at,0.03600778599691443,0.15642870589396893,False
M57466_s_at,0.036041348450240165,0.15647915536039106,False
X62048_at,0.03611836350213618,0.15669360093734808,False
HG3085-HT3254_s_at,0.03614257484016441,0.15669360093734808,False
U20908_at,0.036156680255567064,0.15669360093734808,False
Y09615_at,0.036211047975212025,0.15683387668000398,False
U37221_at,0.03628203084921811,0.15696073144614636,False
U95740_rna1_at,0.03628437164023695,0.15696073144614636,False
HG3117-HT3293_at,0.03632560862762231,0.1570438228661731,False
M55683_at,0.036450890676206875,0.15748993917010837,False
U59831_rna1_s_at,0.03664381410966149,0.1581689370618762,False
X07315_at,0.03665241745353058,0.1581689370618762,False
HG3125-HT3301_s_at,0.0366852765448519,0.1582149646026916,False
U79280_at,0.03677689936081091,0.15835432899332874,False
D87448_at,0.03677826259069687,0.15835432899332874,False
U13220_at,0.03678422903814734,0.15835432899332874,False
U02031_at,0.036890194498596984,0.158714662993662,False
U46570_at,0.03725992534550439,0.16014496736225725,False
U22963_at,0.037267569203813265,0.16014496736225725,False
D87684_at,0.03732241681679544,0.1602840418595992,False
U33821_at,0.03745051745258949,0.16073735034287204,False
X54304_at,0.037473685088404464,0.16074001263251228,False
X66397_at,0.037509478012316196,0.16079679419711496,False
U70660_at,0.03758901345436615,0.16104091160827905,False
U67156_at,0.03761493275248352,0.16105516852399698,False
HG3214-HT3391_at,0.037679206681463774,0.16122078509676502,False
L05147_at,0.03769884258048917,0.16122078509676502,False
U05875_at,0.03778099499171357,0.16147524777933214,False
M30703_s_at,0.037858242967952524,0.16170845663183556,False
X95097_rna1_s_at,0.037958298426066336,0.1620387481912736,False
U63329_at,0.037988131811203064,0.16206905546503092,False
HG270-HT270_at,0.03804595605469595,0.1622186726757939,False
U19251_s_at,0.03826769823287079,0.16303451902568414,False
X58199_s_at,0.03828303897446981,0.16303451902568414,False
D83782_at,0.038332090692887205,0.16314595495498083,False
U22526_at,0.03846487035578772,0.16361340141193953,False
L06845_at,0.03854966870012708,0.16376803974741713,False
L38486_at,0.03856634604870123,0.16376803974741713,False
D21090_at,0.03857225821133376,0.16376803974741713,False
U14575_at,0.03859311358895508,0.16376803974741713,False
Z47727_at,0.038683741126830914,0.16405496162592362,False
S83366_cds1_at,0.03885569043800388,0.1646862170823601,False
D86975_at,0.03896482196519698,0.16505063326790806,False
J03263_s_at,0.039034144048034465,0.16516485779390366,False
M59807_at,0.03903812391397499,0.16516485779390366,False
U42031_at,0.03915921132847408,0.16557889535035095,False
U80073_at,0.03918763883674804,0.16560087567704612,False
AC002464_at,0.039232087871188294,0.1656551553903881,False
X58521_at,0.039254263718361916,0.1656551553903881,False
X70476_at,0.03928341226062669,0.1656551553903881,False
U95040_at,0.03929693818001377,0.1656551553903881,False
L20316_at,0.03931666754391032,0.1656551553903881,False
M21624_at,0.03944291185104172,0.16608890643005103,False
D83735_at,0.03962946610930042,0.16677595271145376,False
D88378_at,0.03969426907608325,0.16689508064237898,False
X55668_at,0.039717197058585695,0.16689508064237898,False
L34657_at,0.039728005589860726,0.16689508064237898,False
X97074_at,0.03989347426902618,0.16748758461935337,False
U52521_at,0.03991603398348736,0.16748758461935337,False
U48437_at,0.040031358115918285,0.1678726776519891,False
D11139_at,0.04012048183092803,0.16807088339849055,False
U74612_at,0.04012577409794234,0.16807088339849055,False
D14689_at,0.04015873627543103,0.1681101766926294,False
